MolecularWeight,i.ProteinGroups,i.ProteinDescriptions,i.ProteinNames,Genes,X83.6,Control1,Control2,X56.1,X56.2,X69.1,X82.1,X82.2,X05.1,X05.2,X05.3,X29.1,X29.2,X29.3,X11.1,X11.2,X11.3,X11.5,X11.6,X21.1,X21.3,X68.1,X81.1,X81.2,X03.2,X03.3,X45.2,X47.1,X47.2,X47.3,X12.1,X12.6,X48.3,X67.1,X67.2,LK83.1,LK83.2,LK83.3,LK83.4,LK83.5,X80.1,X80.2,X80.3,X28.3,X28.4,X51.1,X49.1,X49.2,X49.3,X1.1,X1.2,X1.3,X28.1,X28.2,X10.1,X10.2,X10.4,X50.3,X50.2,X10.5,X10.6,X43.1,X43.3,X27.3,X43.2,X46.1,X46.2,X76.1,X76.2,X4.1,X4.2,X4.3,X25.1,X27.1,X27.2,X13.2,X13.3,X13.4,X13.5,X55.1,X55.2,X61.2,X61.1,X40.1,X40.2,X40.3,X72.1,X72.2,f1,X30.1,X30.2,X41.1,X41.2,X19.2,X19.5,X71.1,X71.2,X71.4
163773.3,P14046,Alpha-1-inhibitor 3,A1I3_RAT,A1i3,10.80741099,4.118972817,4.885692115,3.73756582,5.903223992,4.413594846,3.38357322,3.811773087,17.0875732,18.45472179,11.48634827,13.12544635,8.681626434,7.444890027,6.510117048,8.072424431,5.745708145,9.320077927,4.208146709,4.34998169,6.234546735,0,6.395785129,4.167122329,13.29797261,5.38532761,6.925445329,5.393951566,4.843116552,7.067430335,6.713362804,7.073781569,5.71598993,4.319591481,3.614249917,3.340772802,4.032243208,4.973587549,5.766918557,3.912305683,3.580964574,2.724394475,1.966684554,3.316193675,6.063291771,2.884858863,6.799870644,3.830737526,3.693994903,7.231519458,4.7098583,6.138450266,5.74616023,10.08465943,2.824710568,3.026753974,1.993270013,3.068380365,2.307523749,4.451093221,3.014281961,5.467210623,5.089802708,4.503003191,2.734360402,2.118314603,2.072623945,2.87181143,1.656037197,6.341403286,9.079475321,3.320394,3.18167281,12.96336241,3.296386199,3.085164064,2.321839326,1.236759385,2.972378304,1.919717363,2.768103917,2.42573283,1.556864944,2.03399962,2.644205792,3.028969716,2.399041607,2.262634891,3.503389588,6.054320896,2.911371962,2.207231717,6.972913094,1.043850906,1.944058874,1.512319469,2.279520143,3.434849153
167125.21,Q63041,Alpha-1-macroglobulin,A1M_RAT,A1m,7.311534017,2.801675457,4.042330205,2.784769435,4.41433313,4.189095285,2.973984301,4.122549523,7.038875207,4.497482127,5.932811588,5.222550423,4.441714576,5.270581064,4.58823935,5.874614045,3.69454139,8.219455765,3.820971095,3.243766219,4.641239662,0.32880853,4.743651422,3.103934548,5.714267409,2.660755754,3.248730182,4.495365648,3.984197106,4.926274035,4.584517506,5.728007575,4.589525667,3.833720728,4.366817645,4.477017546,4.784373029,7.603752755,7.536829929,5.527456705,4.58965676,3.027352282,2.557297942,4.407656929,6.932523354,4.690978306,9.278287184,5.282765975,5.847375017,6.560395096,5.85040946,7.635536026,5.49167392,7.862970297,3.924009217,5.506174263,3.170633771,4.330868579,3.863118395,5.569745223,4.266659284,9.010083012,8.15694043,7.256880234,4.540031923,3.368208591,3.77788498,5.926173898,4.545335221,7.306430388,8.035539824,4.476982129,5.455311644,10.9889383,6.49190625,6.527028375,5.438201339,4.64600906,5.927855076,6.867861701,8.216403271,4.654064225,4.248219559,4.746945718,6.855372457,5.987762252,4.810961925,4.363289231,8.438514175,11.01339171,5.6523529,4.986660841,12.50423882,3.772319031,4.918847967,6.482774119,5.633903833,7.238662045
163785.27,P06238,Alpha-2-macroglobulin,A2MG_RAT,A2m,0.174924779,0.090220429,0.087078357,0.105146428,0.064851945,0.151855175,0.088474631,0.087069056,0.334842463,0.11590379,0.318314577,0.053355764,0.088370223,0.089921118,0.806486939,0.237456638,0.152731188,0.303235114,0.255485831,0.070609132,0.109838893,1.996890677,0.110196859,0.062645608,0.074737551,0.059661956,0.111918084,0.094185343,0.092852869,0.144996016,0.901772525,0.64002081,0.338168106,0.256857581,0.24764139,0.018504809,0.109709981,0.0350181,0.100105045,0.147295759,0,0.178177551,0.157264144,0.084690501,0.135628511,0.128703345,0.193490223,0.245889201,0.333260299,0.157831611,0.130251012,0.130847405,0.216387215,0.240558468,0.257827211,0.517119902,0.219262664,0.273219258,0.16096978,0.340130897,0.208587284,0.387454945,0.422770285,0.11554537,0.177337435,0.127442904,0.308958735,0.672595928,0.671018237,0.75825521,1.035979498,0.778734815,0.573524717,0.528422723,0.340576512,1.531802198,0.711940047,0.361853024,1.210428753,1.490027673,1.025783891,0.714104687,0.75046129,0.636919962,0.176480518,0.146991709,0.11457203,0.140658043,0.917336871,0.693903209,0.359168565,0.676789333,1.589007046,0.318966407,0.25330646,1.322003845,0.249542352,0.868985383
45692.77,Q9QZH8,Arylacetamide deacetylase,AAAD_RAT,Aadac,0.788832947,1.868207478,1.509490989,1.559401793,0.406535538,0.3818871,1.751063905,1.754324511,0.323606659,1.61730329,1.633278741,0.420941929,3.02249303,2.349168172,2.189372901,1.766574336,1.674591992,0.551152115,1.476588518,0.40813768,0.394210651,0.584468405,1.590324959,1.420714902,0.347598887,1.610002288,1.706359284,0.659541387,0.264174184,3.277200635,0.483419078,2.850114628,1.471795323,1.694469846,2.144613777,0.085864803,0.127051245,0.448187716,0.112307866,0.383223472,0,0.486771444,1.780938016,0.242925565,1.226666393,0.176058119,1.366281452,1.212937035,0.217933931,2.251947447,1.735189818,0.285428385,0.272565919,0.133403728,0.225545134,0.320019757,0.380207459,0.457048973,1.647203895,1.439506602,1.696493632,1.632775919,0.86375496,0.789336711,0.674639295,0.172318237,0.352981136,1.371341925,0.901459786,0.275845028,0.110564366,0.309951131,0.247117881,1.273401634,0.202515634,0.268988855,0.275164635,0.533094864,1.025138516,0.059850415,1.372470998,1.672870264,0.220193782,0.179338135,1.778489876,1.853274803,0.246427861,1.259868573,0.358392084,1.010638746,0.387227589,0.959378796,0.302713193,1.189611355,0.351472445,0.285034916,0.358960143,0.228299313
47784.15,Q64602,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",AADAT_RAT,Aadat,60.29340323,72.45239012,91.25859569,74.64221061,71.4228101,70.3589001,83.95496731,72.93138395,70.46297061,95.79730583,76.85107624,66.15886942,104.9867893,94.57662683,86.47175451,68.24788197,58.05941741,90.80407157,76.05114894,71.99865532,60.00129019,21.5375734,75.17656862,78.99139699,68.44706303,62.19809349,72.28708408,63.90279101,107.3547894,80.65773839,83.2630231,71.74386921,91.91861171,79.04277505,87.1122744,117.2635381,92.95189601,91.45371498,111.7827083,101.6646649,84.56510854,89.98844764,71.37805825,121.986281,90.53430231,63.30707796,75.55139203,94.61589606,66.93486994,70.47176646,102.3589947,103.5558287,96.88741963,78.37704257,89.31911074,125.7490797,92.53344048,78.54982368,94.5166008,111.2769026,90.08319591,127.3967624,57.76053769,94.39087262,94.47506603,95.22414378,119.488421,49.53496767,56.81648244,58.13834485,61.48453512,43.4240616,71.96799009,94.40368645,68.10263393,54.87715039,70.8320981,49.66530928,72.58936219,64.90288611,78.54443914,57.99750736,83.29172564,60.25620406,121.1114113,106.6571778,80.45079656,87.84041309,50.86627146,46.77320403,62.21697336,52.27034112,56.91979165,94.69611731,75.69732869,61.0102907,45.95204481,43.69459097
106790.36,P50475,"Alanine--tRNA ligase, cytoplasmic",SYAC_RAT,Aars,1.827928872,1.832489558,1.844886272,1.984704105,1.620652004,1.755430256,1.809822217,1.722719931,1.510905051,1.540783562,1.461314697,1.494961706,1.717243734,1.576053384,1.522033431,1.663003322,1.542240441,1.37264127,1.660474335,1.665100299,1.631197377,1.351734533,1.827118102,1.780822751,1.54503853,1.617372188,1.682326348,1.672208911,1.615540601,1.537334496,1.672477603,1.523003814,1.656591659,1.764742936,1.622947148,1.196132068,1.01719649,1.171246312,0.986422851,1.194401379,0.482419953,1.16984769,1.170731972,0.938717294,1.010623327,1.001408605,0.886982019,1.079248951,0.863172719,0.879584556,1.046654954,0.870152278,1.191243635,0.935918859,1.05895116,1.004819885,1.005377792,1.099506351,1.00660154,0.95551865,0.837434503,1.127634456,0.966687416,1.000489336,1.027521211,1.092713505,1.008054396,1.246174658,1.527821097,1.098734455,1.028492202,1.363345767,1.146463147,1.02642477,1.142814641,1.145011259,1.202728872,1.071619715,1.05732553,1.163993358,1.236849098,1.193688024,1.216837993,1.45991813,0.874888552,0.955775373,1.037390799,1.112173551,1.265012635,1.197802834,1.099433487,1.400086865,1.306902686,0.990355578,0.971338593,1.219712951,1.393789588,1.173687168
45093.16,Q5XI97,Alanyl-tRNA editing protein Aarsd1,AASD1_RAT,Aarsd1,0.992299213,1.354046696,1.483486303,1.196642706,1.551047021,1.22594507,1.296908465,1.520334837,1.166568997,1.326342755,1.166680027,1.389347672,1.436003422,1.449505959,1.460136194,1.175611614,1.323982048,0.991480952,1.229415092,0.952879727,0.924312883,15.83094795,1.253981426,1.410444727,1.193274977,1.236405209,1.128904465,1.135495592,1.055754468,1.131518165,1.189157831,1.15583815,1.295290879,1.429146035,1.140951939,0,1.0467587,1.24463783,0,0,0,1.153248476,1.347330993,1.091208967,1.248088391,0.94738347,0.931891923,1.06459161,0.7834887,0.746560553,1.119691323,0.847530066,1.140278752,1.005198063,1.111543389,1.106166922,1.255934338,1.050955048,0.972905626,1.18747033,0.928580138,1.093222643,0.919462407,0.96077507,0.980141036,1.114411886,1.255261467,1.37124078,1.101919073,0.789986073,0.851984328,1.146712862,1.034964065,1.015628234,1.193618584,1.215999148,1.34633908,0.957802794,0.87274145,1.136081813,1.361928318,0.915781449,1.145149623,1.478390017,0.963901009,1.337372811,0.9552021,1.170212934,1.519474977,1.546723811,1.275488111,1.386605074,1.775945326,1.245904559,1.189060695,1.501505707,1.383866893,0.853640162
102907.62,A2VCW9,"Alpha-aminoadipic semialdehyde synthase, mitochondrial",AASS_RAT,Aass,6.06825462,8.516234706,3.094755391,6.486330799,4.174701659,2.625367327,7.221632444,3.063355246,5.187548119,3.744354021,3.35692657,5.967656519,3.006496458,3.74843229,5.438101392,3.431454813,2.998458779,4.574277231,6.467146266,3.488488849,3.032681123,1.469043421,6.044370025,5.186301024,3.559270948,2.440258191,9.169551706,4.887885572,6.982524843,3.789240552,3.328520845,7.916686652,6.544310575,4.991778294,2.685274666,7.509225511,5.441003265,2.09572904,4.701152614,4.762148996,6.374502997,6.085360974,5.153912016,3.227891483,2.914319705,6.619224622,2.279762665,2.860398463,3.211225412,6.454504982,2.632127307,3.587286442,3.274259952,3.629339365,5.148413612,4.36233627,3.758852757,2.397954622,4.312492425,2.537962168,5.101471386,4.76691058,8.812593063,3.994364629,3.238768753,5.27370321,3.353986187,2.522494235,2.851610442,1.939670996,1.806774542,4.667144063,2.407423935,1.038103053,4.467109345,1.866421586,2.564840966,5.11751733,2.406757231,3.02708254,2.816516708,4.232568377,4.124692241,4.068385023,4.627212712,4.976179021,5.989636672,4.684576083,2.287671089,4.230614786,7.396889707,3.936510771,1.177423686,2.129572678,2.814911548,2.185220022,4.222781613,5.398782831
56455.77,P50554,"4-aminobutyrate aminotransferase, mitochondrial",GABT_RAT,Abat,4.984633506,5.848431637,5.204755813,6.087468121,6.034924125,6.105132785,5.997799375,5.781653137,5.254366239,4.387445687,5.245025882,5.114010211,4.255485049,5.262434851,5.436943653,6.228374693,6.313503532,4.737462664,6.734178662,5.767930157,7.367766603,46.12539273,6.693853042,5.879274724,6.117446496,5.756574457,5.92639025,5.817806816,5.636396399,4.852445042,5.816030719,5.656857397,5.899834418,6.231900481,5.113552835,5.466973555,5.475879679,5.033499619,4.423457885,5.871581681,4.774107072,6.911877647,6.014551457,5.964021014,4.5422716,6.121098737,5.45215375,5.490583515,4.902998965,5.7181035,5.643017752,5.005260442,5.183994503,4.081653718,5.939116802,4.318678126,6.130026366,5.812446099,5.14146246,4.76790957,6.227952307,4.783881578,5.839792015,5.229863491,5.370782712,5.746596165,3.609487691,5.633361711,5.772377622,4.859732807,3.03261781,6.276016332,3.687457942,1.954781445,4.670805717,4.334330624,4.72082854,5.195170751,4.013343315,4.443165019,4.08087367,6.23987669,5.433963258,5.010733198,4.471459887,5.353414632,5.749501537,7.092768126,4.653191002,5.823647279,6.946289313,5.0439165,4.347241595,4.066716982,4.492008006,4.309084269,5.404049674,3.86687223
184894.85,D3ZCF8,"ATP-binding cassette, subfamily A (ABC1), member 8a",D3ZCF8_RAT,Abca8a,0.046748538,0.035749678,0.038485559,0.043613978,0.048693942,0.0585824,0.083851819,0.18487542,0.163779447,0.037785157,0.026346415,0.040240124,0.043089408,0.264868883,0.221913473,0.052736906,0.049555234,0.0457937,0.049173326,0.070880362,0.037252061,0,0.042449126,0.054077452,0.032282281,0.042812295,0.219423395,0.166152878,0.315550915,0.275533147,0.038684637,0.043509698,0.050294854,0.050082126,0.026109281,0.058995399,0.034170565,0.039798935,0.035457917,0.0382282,0,0.060015699,0.037815033,0.025688406,0.029143941,0.059269433,0.03136069,0.030744446,0.056065163,0.045073835,0.041783486,0.054733178,0.026803402,0.026246041,0.053325125,0.039813196,0.041891798,0.056687523,0.04436545,0.047162649,0.042374703,0.044153685,0.060545985,0.034864618,0.036958912,0.045704936,0.016620359,0.040995849,0.046820345,0.04457532,0.036510141,0.042476466,0.02577412,0.023923937,0.027130372,0.051395373,0.044500928,0.048456348,0.023191431,0.044112506,0.034480639,0.054124645,0.057667164,0.056151188,0,0.032276128,0.050068054,0.028497385,0.073021855,0.046719817,0.061937735,0.06217868,0.060639243,0.040874961,0.055946938,0.032623615,0.067414041,0.02464632
